F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s12 	 s 	 d 
MZ22510516	MZ22528622	34	0.2965	0.5610	1.0000	0.3116	0.6884	
MZ22527144	MZ22523230	11	0.8322	0.8826	1.0000	0.8725	0.1275	
MZ22528385	MZ22500485	38	0.1597	0.2888	1.0000	0.2765	0.7235	
MZ22524297	MZ22511612	2	0.9294	0.9972	0.9714	0.9662	0.0052	
MZ22516010	MZ22516546	12	0.3511	0.2942	0.1296	0.3321	-0.2025	
MZ22505532	MZ22526618	49	0.3001	-0.5259	1.0000	0.1875	0.8125	
MZ22523930	MZ22516810	31	0.2296	0.1897	-0.0215	0.2019	-0.2235	
MZ22504316	MZ22513117	19	0.4555	0.7896	0.3670	0.5871	-0.2201	
MZ22528715	MZ22500869	32	-1.0000	0.1452	0.1521	0.0179	0.1341	
MZ22501163	MZ22512175	22	0.8112	-0.1394	0.4227	0.4943	-0.0716	
MZ22530963	MZ22519499	2	-1.0000	0.0354	-0.1477	-0.2604	0.1127	
MZ22523029	MZ22512223	4	0.8523	0.9608	0.8656	0.9134	-0.0478	
MZ22517650	MZ22504397	16	0.2378	0.0014	-0.2056	0.1733	-0.3789	
MZ22509181	MZ22509408	4	0.5625	0.8530	0.7692	0.6743	0.0950	
MZ22516120	MZ22525440	4	0.8464	0.7540	0.7843	0.8094	-0.0251	
MZ22501350	MZ22528255	5	0.1777	0.1653	0.1375	0.1754	-0.0379	
MZ22530205	MZ22506375	36	-0.0222	0.2110	0.1658	0.1877	-0.0219	
MZ22523815	MZ22509905	9	0.8601	0.9585	0.8245	0.9289	-0.1045	
MZ22529962	MZ22511770	6	0.8209	0.6881	0.8400	0.7122	0.1277	
MZ22500811	MZ22518488	68	0.0548	0.2389	-0.0448	0.0899	-0.1347	
MZ22500025	MZ22520477	41	0.8861	0.8419	0.8811	0.8693	0.0118	
MZ22524808	MZ22520827	35	0.4644	0.5100	0.5210	0.4986	0.0224	
MZ22517540	MZ22523221	28	0.9203	0.7978	0.9706	0.8662	0.1044	
MZ22513925	MZ22530566	2	0.1515	-0.5000	-0.0159	-0.0114	-0.0045	
MZ22502033	MZ22516054	18	-0.0249	0.5766	-0.1538	0.1939	-0.3477	
MZ22511585	MZ22523582	6	0.9527	0.9073	1.0000	0.9445	0.0555	
MZ22505965	MZ22500405	73	-0.1765	0.7363	0.7853	0.4103	0.3750	
MZ22515582	MZ22502292	17	0.8930	0.9372	0.9722	0.9176	0.0546	
MZ22525971	MZ22523559	1	0.5833	0.2985	0.2293	0.5019	-0.2726	
MZ22521539	MZ22519946	1	-0.2196	0.4948	0.1449	0.2396	-0.0948	
MZ22500138	MZ22526533	25	0.1020	-0.3333	0.0258	0.0599	-0.0341	
MZ22527761	MZ22508565	52	0.3056	0.3265	0.5542	0.3216	0.2326	
MZ22523818	MZ22522797	5	0.1850	0.9664	0.4559	0.6946	-0.2387	
MZ22515386	MZ22526898	5	0.9691	0.9642	1.0000	0.9683	0.0317	
MZ22517737	MZ22501939	16	0.5798	0.6169	0.7427	0.6098	0.1328	
MZ22527181	MZ22518143	21	0.7819	0.8728	0.8660	0.8413	0.0247	
MZ22513190	MZ22501636	19	0.8504	0.9528	0.9722	0.9045	0.0678	
MZ22520595	MZ22523991	14	-0.0060	-0.1469	0.8462	-0.1035	0.9497	
MZ22517199	MZ22501977	68	0.0666	0.0862	0.1416	0.0825	0.0592	
MZ22511564	MZ22526276	31	0.9148	0.8999	0.9594	0.9076	0.0519	
MZ22519021	MZ22501561	16	0.9718	0.9684	1.0000	0.9700	0.0300	
MZ22528193	MZ22500642	32	0.3021	-0.0378	0.8018	-0.0069	0.8086	
MZ22527941	MZ22529974	2	0.2227	-1.0000	-0.3925	-0.3887	-0.0038	
MZ22514144	MZ22500802	26	-0.0058	0.2167	0.5082	0.1863	0.3218	
MZ22518919	MZ22501014	80	0.0901	0.1416	1.0000	0.1330	0.8670	
MZ22526100	MZ22511586	14	0.4865	0.2445	0.2776	0.3655	-0.0879	
MZ22510701	MZ22500553	79	0.7934	0.7523	0.9677	0.7677	0.2000	
MZ22522951	MZ22527676	6	0.2080	0.6546	0.5774	0.3196	0.2577	
MZ22517944	MZ22526460	5	0.9908	0.9885	1.0000	0.9897	0.0103	
MZ22525104	MZ22524800	7	-0.6527	0.5368	0.8571	-0.1429	1.0001	
MZ22529769	MZ22515408	24	-0.0606	0.1784	1.0000	0.1519	0.8481	
MZ22527212	MZ22517981	57	0.2094	0.2871	0.6243	0.2765	0.3478	
MZ22510908	MZ22502186	2	-0.4457	-0.2156	-0.6304	-0.3077	-0.3227	
MZ22520916	MZ22504100	20	0.1739	0.1319	0.2696	0.1553	0.1144	
MZ22519209	MZ22502888	31	0.8596	0.9103	0.9742	0.8881	0.0860	
MZ22514136	MZ22525413	5	0.9206	0.7258	0.9412	0.8346	0.1065	
MZ22529974	MZ22528056	1	-1.0000	-1.0000	-0.9112	-1.0000	0.0888	
MZ22506186	MZ22511532	14	0.6467	0.8435	0.6709	0.7282	-0.0572	
MZ22514100	MZ22525368	3	0.4416	0.6418	0.1178	0.5186	-0.4008	
MZ22511718	MZ22505984	1	0.8764	0.9981	0.9688	0.9525	0.0163	
MZ22527655	MZ22527696	1	0.6290	0.2890	-0.0637	0.4590	-0.5228	
MZ22514590	MZ22517456	10	0.4922	-0.3012	0.2234	0.0955	0.1279	
MZ22512991	MZ22517103	1	0.0000	0.1112	0.1639	0.0834	0.0805	
MZ22507535	MZ22522705	40	0.7501	0.4723	0.6918	0.6860	0.0058	
MZ22509936	MZ22520505	75	0.7392	0.5062	1.0000	0.6529	0.3471	
MZ22526579	MZ22502858	12	0.1031	0.2424	0.5098	0.2215	0.2883	
MZ22522851	MZ22508525	21	0.9205	0.9520	1.0000	0.9362	0.0638	
MZ22529954	MZ22518062	25	0.3541	-0.0837	0.9500	-0.0399	0.9899	
MZ22524623	MZ22521533	17	0.8810	0.2263	0.6417	0.7102	-0.0685	
MZ22501032	MZ22518633	6	-0.0526	-0.5000	-0.0809	-0.0932	0.0124	
MZ22519479	MZ22504431	11	0.2341	0.6680	0.6533	0.5053	0.1481	
MZ22511085	MZ22503256	17	-0.1237	-0.1537	0.5333	-0.1337	0.6670	
MZ22506613	MZ22527058	31	0.5707	-0.1479	0.7779	0.4572	0.3207	
MZ22526711	MZ22509586	7	0.8729	0.5469	0.5512	0.6620	-0.1108	
MZ22506193	MZ22515080	152	0.5613	0.5470	0.8454	0.5556	0.2898	
MZ22505011	MZ22523692	39	0.3429	-0.3107	0.5530	0.2121	0.3408	
MZ22515572	MZ22524560	6	0.9192	0.8122	0.9062	0.8757	0.0305	
MZ22514628	MZ22522504	24	0.8003	0.8269	1.0000	0.8128	0.1872	
MZ22522181	MZ22502519	8	0.7898	0.2218	0.4001	0.4891	-0.0890	
MZ22510487	MZ22512768	6	0.5455	0.6528	0.8889	0.6051	0.2837	
MZ22531044	MZ22530375	1	-0.5000	0.8030	0.7500	0.1515	0.5985	
MZ22519984	MZ22509345	122	0.5746	0.1084	0.2075	0.2638	-0.0564	
MZ22507822	MZ22522544	6	0.5681	0.8396	0.5160	0.6833	-0.1673	
MZ22502029	MZ22518453	53	0.3860	0.1117	0.2702	0.3468	-0.0767	
MZ22503507	MZ22527863	33	0.6910	0.6686	1.0000	0.6878	0.3122	
MZ22516741	MZ22523285	18	0.9573	0.9402	1.0000	0.9490	0.0510	
MZ22500028	MZ22529098	42	0.1024	0.3072	0.0699	0.1202	-0.0503	
MZ22507196	MZ22524663	12	0.9757	0.9492	1.0000	0.9633	0.0367	
MZ22501328	MZ22529974	9	-0.0138	-1.0000	-0.1903	-0.1782	-0.0121	
MZ22510293	MZ22504283	52	0.7314	0.3262	0.4286	0.5018	-0.0732	
MZ22529912	MZ22530028	2	0.6591	-1.0000	-0.1828	-0.1704	-0.0124	
MZ22501258	MZ22529042	50	-0.0661	0.3436	0.0213	-0.0368	0.0581	
MZ22520326	MZ22501347	28	0.9469	0.0964	0.2705	0.5088	-0.2383	
MZ22501194	MZ22503731	16	0.0930	0.6342	0.8090	0.5440	0.2650	
MZ22506754	MZ22507470	30	0.4706	0.3490	0.8652	0.4616	0.4036	
MZ22508165	MZ22525696	75	0.2141	0.2133	0.9539	0.2139	0.7400	
MZ22525205	MZ22503236	22	-0.6667	0.8165	0.9583	0.6311	0.3272	
MZ22521345	MZ22517287	18	0.0163	-0.0211	0.0919	-0.0087	0.1006	
MZ22506529	MZ22524925	40	0.8632	-0.0196	0.3421	0.5322	-0.1900	
MZ22527128	MZ22516950	21	0.5397	0.9415	0.9630	0.8075	0.1554	
MZ22513558	MZ22530392	17	0.1763	-1.0000	0.3980	0.0979	0.3001	
MZ22527899	MZ22527819	14	0.3022	-0.6886	0.5340	-0.2483	0.7823	
MZ22508516	MZ22525654	21	0.9134	0.5106	0.8738	0.7467	0.1271	
MZ22507753	MZ22501009	138	0.1726	0.3648	0.5804	0.3057	0.2747	
MZ22514366	MZ22514725	15	0.3599	0.1909	0.0950	0.3176	-0.2227	
MZ22507447	MZ22504716	1	0.4696	0.4671	0.2400	0.4677	-0.2277	
MZ22520454	MZ22524828	29	-0.0021	0.9273	0.2441	0.4336	-0.1895	
MZ22530488	MZ22516911	2	0.3335	-0.2127	-0.4343	0.0057	-0.4400	
MZ22519073	MZ22501057	13	0.9759	0.9680	0.9767	0.9716	0.0051	
MZ22501361	MZ22529974	5	0.2034	-1.0000	0.0287	0.0183	0.0104	
MZ22509276	MZ22528955	40	0.0777	0.0867	1.0000	0.0785	0.9215	
MZ22515884	MZ22510286	1	0.8937	0.6370	0.5600	0.7752	-0.2152	
MZ22521355	MZ22528731	2	-1.0000	0.3121	-0.5029	-0.3440	-0.1590	
MZ22530415	MZ22523870	6	-0.5000	0.2529	0.4698	0.1274	0.3424	
MZ22505010	MZ22523162	10	0.5608	0.7805	0.8054	0.6125	0.1929	
MZ22522726	MZ22527519	12	0.1670	0.1702	-0.0340	0.1684	-0.2024	
MZ22527389	MZ22519983	91	0.5375	0.4944	1.0000	0.5056	0.4944	
MZ22505226	MZ22521112	1	0.9987	0.9970	0.9988	0.9979	0.0009	
MZ22525892	MZ22512416	51	0.2761	0.5706	0.9912	0.5194	0.4718	
MZ22519372	MZ22524518	1	0.3637	0.5329	0.3185	0.4412	-0.1227	
MZ22526682	MZ22527879	16	0.1859	0.0971	0.9410	0.1415	0.7995	
MZ22521698	MZ22513621	35	0.3711	0.5401	0.2043	0.4767	-0.2724	
MZ22529841	MZ22518453	6	0.3902	0.1117	0.1769	0.2231	-0.0461	
MZ22524362	MZ22518773	22	0.9413	0.8906	0.9022	0.9121	-0.0099	
MZ22500953	MZ22503446	50	0.5950	0.1993	0.3743	0.4678	-0.0936	
MZ22520100	MZ22503815	59	0.3648	0.5876	1.0000	0.5051	0.4949	
MZ22525096	MZ22500890	10	0.9629	0.4309	0.4467	0.6499	-0.2032	
MZ22515454	MZ22520273	16	0.9215	0.8857	0.9677	0.9019	0.0659	
MZ22507273	MZ22529341	19	0.7294	0.7150	1.0000	0.7283	0.2717	
MZ22507485	MZ22528202	18	0.4057	0.0622	0.1866	0.3432	-0.1567	
MZ22530119	MZ22504372	17	0.4435	0.2564	0.3974	0.2772	0.1202	
MZ22509592	MZ22524199	54	0.0869	0.0760	1.0000	0.0853	0.9147	
MZ22516481	MZ22520224	4	0.0744	0.0214	-0.1671	0.0604	-0.2276	
MZ22503882	MZ22518619	200	0.2913	0.3662	1.0000	0.3162	0.6838	
MZ22510317	MZ22521008	6	0.9729	0.7801	1.0000	0.8821	0.1179	
MZ22524691	MZ22512176	9	0.9439	0.9542	0.9547	0.9498	0.0049	
MZ22507855	MZ22520494	81	0.4585	0.5864	1.0000	0.4979	0.5021	
MZ22500701	MZ22512845	82	0.5735	0.0095	1.0000	0.3999	0.6001	
MZ22523386	MZ22523255	1	0.1429	0.2195	0.2122	0.2083	0.0038	
MZ22510682	MZ22524171	19	0.3543	-0.0227	0.4073	0.2638	0.1434	
MZ22522463	MZ22530531	3	0.1916	-0.5000	0.6308	-0.0389	0.6697	
MZ22510181	MZ22519839	80	0.8037	0.5499	0.7600	0.7074	0.0526	
MZ22514063	MZ22515003	21	0.9191	0.9767	0.9722	0.9479	0.0243	
MZ22511360	MZ22500666	1	0.8125	0.0285	0.1957	0.3975	-0.2017	
MZ22500281	MZ22527604	57	0.2164	0.1371	0.2137	0.2056	0.0081	
MZ22505574	MZ22500132	10	0.0317	0.0696	-0.1493	0.0601	-0.2094	
MZ22530072	MZ22521268	6	0.2613	-0.0248	0.1481	0.0896	0.0585	
MZ22506540	MZ22528477	3	0.2015	-1.0000	-0.1428	-0.0655	-0.0773	
MZ22510321	MZ22528113	2	0.8927	0.1000	0.7179	0.8135	-0.0955	
MZ22509586	MZ22530179	25	0.5469	0.7578	0.9004	0.5645	0.3359	
MZ22509211	MZ22509722	1	0.5106	0.8370	0.3349	0.6738	-0.3389	
MZ22527741	MZ22529108	2	-0.0924	0.8833	0.1756	0.1864	-0.0107	
MZ22504394	MZ22512839	10	0.6371	0.9824	0.6599	0.7906	-0.1306	
MZ22529021	MZ22504008	36	-0.4267	0.2207	1.0000	0.1560	0.8440	
MZ22522325	MZ22516628	1	0.8279	0.9940	0.9394	0.9185	0.0209	
MZ22530629	MZ22504101	18	-0.5000	0.1356	0.0465	0.0720	-0.0255	
MZ22528304	MZ22500004	4	0.1374	0.6321	0.4748	0.5850	-0.1102	
MZ22518024	MZ22526102	2	0.9946	0.4746	0.6605	0.8089	-0.1484	
MZ22522650	MZ22507450	180	0.4362	0.3251	0.5369	0.3648	0.1721	
MZ22517933	MZ22526569	91	0.4256	0.2434	1.0000	0.3800	0.6200	
MZ22519095	MZ22524619	46	0.7761	0.8520	0.9539	0.8101	0.1437	
MZ22501043	MZ22512250	30	0.3245	0.7869	0.3678	0.5268	-0.1589	
MZ22522551	MZ22511950	16	0.9642	0.9565	1.0000	0.9601	0.0399	
MZ22502944	MZ22511185	2	0.8664	0.4286	0.8800	0.7438	0.1362	
MZ22511278	MZ22500665	25	-0.2452	0.1756	0.0716	0.0674	0.0042	
MZ22508068	MZ22517166	8	0.4240	0.9441	0.4338	0.6915	-0.2577	
MZ22514731	MZ22522896	72	0.3349	0.2878	0.9364	0.3217	0.6147	
MZ22529209	MZ22500020	38	0.1091	0.1407	1.0000	0.1377	0.8623	
MZ22528556	MZ22502461	26	-0.4456	0.2832	0.8033	0.1860	0.6173	
MZ22516214	MZ22515012	3	-0.1265	0.4904	0.1759	0.3280	-0.1521	
MZ22521852	MZ22510939	23	-0.2024	0.3867	0.7318	0.2851	0.4467	
MZ22500075	MZ22523763	88	0.2933	0.2766	0.1751	0.2888	-0.1137	
MZ22508214	MZ22523033	5	0.9924	0.9866	1.0000	0.9898	0.0102	
MZ22510222	MZ22513785	21	-0.0277	0.7039	0.9333	0.1674	0.7660	
MZ22500988	MZ22512502	41	-0.0557	0.6143	0.0222	0.0474	-0.0252	
MZ22530205	MZ22521195	10	-0.0222	0.2307	0.0806	0.1585	-0.0779	
MZ22500769	MZ22504812	11	0.2823	0.8622	0.3587	0.5562	-0.1974	
MZ22503721	MZ22521905	56	0.8285	0.8537	1.0000	0.8395	0.1605	
MZ22501265	MZ22527965	10	0.1936	0.1326	0.0315	0.1762	-0.1446	
MZ22524019	MZ22522262	28	0.9259	0.9233	1.0000	0.9247	0.0753	
MZ22504342	MZ22510437	40	0.8145	-0.1071	0.4273	0.4458	-0.0186	
MZ22522949	MZ22515758	40	0.4179	-0.2056	0.7913	-0.0670	0.8583	
MZ22527119	MZ22509609	6	0.7483	0.9738	0.9200	0.8926	0.0274	
MZ22520254	MZ22521950	1	0.3645	0.4772	0.2951	0.4191	-0.1240	
MZ22507980	MZ22502383	13	0.9878	0.9288	0.9804	0.9485	0.0319	
MZ22502307	MZ22521149	55	0.8492	0.7571	0.8241	0.8123	0.0118	
MZ22504040	MZ22513599	3	0.9276	0.0910	0.0589	0.2386	-0.1798	
MZ22526930	MZ22520666	84	0.6004	0.1165	0.0528	0.3100	-0.2572	
MZ22530363	MZ22512748	8	-0.5000	0.6591	0.7635	0.5487	0.2149	
MZ22524844	MZ22522831	1	0.3333	0.8946	0.9143	0.8465	0.0678	
MZ22520564	MZ22504657	12	0.9834	0.9139	0.9543	0.9476	0.0066	
MZ22522687	MZ22528655	2	0.7069	0.9829	0.7778	0.7273	0.0505	
MZ22504337	MZ22523316	72	0.1841	0.2043	0.5603	0.1878	0.3725	
MZ22503148	MZ22516481	33	-0.3746	0.0744	-0.2536	-0.1013	-0.1523	
MZ22517718	MZ22506911	121	0.4574	0.2814	0.9581	0.3421	0.6160	
MZ22513116	MZ22511054	111	0.8092	0.7488	0.9596	0.7806	0.1790	
MZ22528540	MZ22516601	4	0.5579	0.4919	0.2672	0.5020	-0.2348	
MZ22523571	MZ22507702	3	0.9116	0.9490	0.9245	0.9320	-0.0075	
MZ22500334	MZ22513925	96	0.0351	0.1515	0.0214	0.0642	-0.0428	
MZ22513078	MZ22515259	10	0.3503	-0.3629	-0.1147	0.0828	-0.1975	
MZ22529029	MZ22500799	34	0.0761	-0.0132	-0.0294	-0.0038	-0.0255	
MZ22514872	MZ22508657	12	0.8273	0.7575	0.7519	0.7912	-0.0393	
MZ22512203	MZ22504049	53	0.7788	0.6014	1.0000	0.6790	0.3210	
MZ22504305	MZ22526759	23	0.5403	0.3319	0.1560	0.4835	-0.3275	
MZ22501887	MZ22502874	1	0.5762	0.9338	0.7156	0.7601	-0.0445	
MZ22528056	MZ22527969	2	-1.0000	-0.7806	-0.5136	-0.8538	0.3401	
MZ22529997	MZ22513705	8	0.1774	-0.1908	-0.2638	-0.0856	-0.1782	
MZ22526885	MZ22529594	16	0.3878	0.4508	0.3338	0.4004	-0.0666	
MZ22500923	MZ22514570	13	-0.3204	0.7232	-0.1533	0.0507	-0.2039	
MZ22528362	MZ22504381	14	0.2239	0.1202	-0.0033	0.1409	-0.1443	
MZ22520288	MZ22520489	31	0.7303	0.8187	0.6413	0.7745	-0.1332	
MZ22504290	MZ22516791	46	0.7806	0.8280	0.9722	0.8014	0.1709	
MZ22504101	MZ22522400	54	0.1356	-0.0276	0.7856	0.1123	0.6733	
MZ22527717	MZ22522715	40	0.3658	-0.1322	0.8081	-0.0575	0.8656	
MZ22512287	MZ22516054	192	0.6362	0.5766	0.9666	0.6073	0.3593	
MZ22528766	MZ22503858	36	0.4056	0.2077	0.8993	0.2275	0.6718	
MZ22509990	MZ22525973	5	0.9204	0.9872	0.9288	0.9528	-0.0240	
MZ22528910	MZ22529996	3	-0.2500	0.4974	-0.1432	0.0703	-0.2136	
MZ22511782	MZ22530660	4	0.2378	-0.5000	0.1572	0.1149	0.0424	
MZ22517110	MZ22521415	68	0.5514	0.5612	1.0000	0.5533	0.4467	
MZ22514285	MZ22523773	42	0.8604	0.8872	0.9838	0.8721	0.1117	
MZ22504358	MZ22527346	17	0.4096	-0.3333	0.2945	0.3083	-0.0138	
MZ22500563	MZ22502190	17	0.0776	0.9624	0.2643	0.5073	-0.2430	
MZ22520513	MZ22500880	32	0.0002	0.2796	0.5820	0.2557	0.3263	
MZ22525034	MZ22518170	3	0.2556	0.7418	0.4451	0.6608	-0.2157	
MZ22520324	MZ22504722	18	0.9208	0.9603	1.0000	0.9437	0.0563	
MZ22501203	MZ22510017	16	0.4714	0.8715	0.5767	0.6869	-0.1101	
MZ22513696	MZ22501201	49	0.1373	0.8805	0.3174	0.5553	-0.2380	
MZ22530963	MZ22527459	2	-1.0000	0.7237	0.4385	0.1492	0.2894	
MZ22502564	MZ22518833	12	0.2808	0.1473	0.0512	0.2363	-0.1851	
MZ22516289	MZ22514366	29	0.0467	0.3599	-0.0373	0.2033	-0.2406	
MZ22523641	MZ22522693	9	0.6991	0.2591	0.6833	0.5420	0.1413	
MZ22501464	MZ22511066	124	0.0764	0.5564	0.2465	0.2364	0.0101	
MZ22529249	MZ22502371	22	-1.0000	0.5783	1.0000	0.4348	0.5652	
MZ22502737	MZ22521153	51	0.0712	0.1678	0.0585	0.0857	-0.0272	
MZ22512159	MZ22527537	5	0.9658	0.9758	0.9872	0.9680	0.0192	
MZ22515626	MZ22500472	77	0.2039	0.0589	-0.0679	0.1039	-0.1718	
MZ22506312	MZ22529055	18	0.5850	-0.3333	0.7758	0.4598	0.3161	
MZ22516770	MZ22502051	53	0.3623	0.4441	0.5458	0.4180	0.1278	
MZ22514048	MZ22529480	63	0.5196	0.3454	0.4925	0.5107	-0.0182	
MZ22506779	MZ22500275	144	0.3680	0.3352	1.0000	0.3453	0.6547	
MZ22501341	MZ22519207	42	0.2376	0.8998	0.3177	0.5185	-0.2008	
MZ22501659	MZ22530675	38	0.2103	0.3411	0.1857	0.2228	-0.0370	
MZ22524534	MZ22527871	10	0.3580	0.0560	0.9620	0.2448	0.7172	
MZ22501166	MZ22519788	1	0.9154	0.7778	0.8978	0.8485	0.0493	
MZ22500041	MZ22500040	299	0.3719	0.1780	0.0174	0.2723	-0.2549	
MZ22500864	MZ22527972	36	0.2183	-0.1383	0.9378	0.1844	0.7535	
MZ22526592	MZ22504305	9	0.4874	0.5403	0.2867	0.5320	-0.2453	
MZ22530253	MZ22513696	26	0.0401	0.1373	0.8663	0.1252	0.7412	
MZ22500361	MZ22504727	42	0.0740	0.6995	-0.0254	0.3476	-0.3730	
MZ22521711	MZ22522108	31	0.7817	0.8873	0.9788	0.8378	0.1410	
MZ22501481	MZ22520520	23	0.5900	0.5157	0.9565	0.5771	0.3794	
MZ22525861	MZ22508217	16	0.9680	0.9075	0.9706	0.9360	0.0346	
MZ22512108	MZ22514939	3	0.7927	0.9942	0.9143	0.8963	0.0180	
MZ22503559	MZ22526098	3	0.9760	-0.3333	0.9048	0.7890	0.1158	
MZ22513284	MZ22514907	49	0.1197	0.0407	-0.3149	0.0906	-0.4055	
MZ22519051	MZ22500403	12	0.5524	0.4748	0.3429	0.4967	-0.1537	
MZ22507660	MZ22504879	2	0.0923	0.8160	0.4458	0.4626	-0.0168	
MZ22523564	MZ22507584	16	0.9630	0.9601	1.0000	0.9615	0.0385	
MZ22520313	MZ22506696	59	-0.0885	0.5685	1.0000	0.4433	0.5567	
MZ22502259	MZ22521455	140	0.1748	0.3420	0.4444	0.2263	0.2181	
MZ22502697	MZ22515976	11	0.0588	0.5995	-0.1506	0.2718	-0.4225	
MZ22528534	MZ22519014	12	0.2778	0.5129	0.9091	0.4274	0.4817	
MZ22526888	MZ22510870	10	0.8016	0.9202	0.7520	0.8779	-0.1259	
MZ22502570	MZ22510331	46	0.6837	-0.0276	0.9310	0.5355	0.3955	
MZ22530845	MZ22522495	30	0.0511	0.1311	0.9267	0.1222	0.8045	
MZ22514894	MZ22519161	1	0.1917	0.3333	0.4050	0.2625	0.1425	
MZ22501652	MZ22502817	34	0.3583	0.0032	0.1716	0.3098	-0.1383	
MZ22506584	MZ22529120	32	0.3880	-1.0000	0.9851	0.2492	0.7359	
MZ22506375	MZ22529912	13	0.2110	0.6591	0.0778	0.2559	-0.1781	
MZ22507132	MZ22528237	2	0.9551	-0.3152	0.7289	0.7736	-0.0447	
MZ22525290	MZ22520344	25	0.8212	0.8292	0.8459	0.8253	0.0205	
MZ22515545	MZ22523379	16	0.6665	0.9641	0.6902	0.8108	-0.1205	
MZ22531066	MZ22525664	1	-0.5000	0.9177	0.8824	0.7509	0.1315	
MZ22511099	MZ22511066	17	-0.0468	0.5564	0.0354	0.3302	-0.2948	
MZ22518096	MZ22510262	12	0.5431	0.9126	0.9200	0.8091	0.1109	
MZ22508532	MZ22500742	41	0.8524	0.0512	0.2946	0.3668	-0.0723	
MZ22524293	MZ22529372	2	-0.0455	0.0253	-0.3090	-0.0337	-0.2753	
MZ22502485	MZ22521491	7	-0.0570	0.1409	0.3599	-0.0174	0.3772	
MZ22523701	MZ22515746	54	0.3827	0.4917	0.9565	0.4633	0.4932	
MZ22528890	MZ22530165	1	0.5219	-1.0000	-0.4460	-0.2390	-0.2069	
MZ22500642	MZ22515459	8	-0.0378	0.7501	0.2875	0.3354	-0.0480	
MZ22515810	MZ22521183	2	0.6193	0.2923	0.4756	0.4722	0.0035	
MZ22501361	MZ22501328	46	0.2034	-0.0138	-0.0122	0.1000	-0.1122	
MZ22523386	MZ22525703	2	0.1429	0.5000	0.4453	0.4305	0.0148	
MZ22509368	MZ22509437	16	0.8658	0.9542	0.9697	0.9087	0.0610	
MZ22515976	MZ22527961	13	0.5995	0.1074	0.7534	0.5339	0.2196	
MZ22503910	MZ22528892	36	0.0673	0.1180	1.0000	0.0724	0.9276	
MZ22523997	MZ22525612	11	0.7104	-0.0869	0.5546	0.4446	0.1100	
MZ22504731	MZ22529137	31	0.4503	-1.0000	0.9577	0.2891	0.6686	
MZ22520499	MZ22504859	16	0.9603	0.8983	1.0000	0.9275	0.0725	
MZ22500713	MZ22510277	4	0.8004	0.1752	0.3874	0.6533	-0.2660	
MZ22524020	MZ22523609	114	0.5384	0.4394	0.6091	0.4649	0.1442	
MZ22528722	MZ22509756	34	0.0416	0.1027	0.9673	0.0963	0.8710	
MZ22508700	MZ22530868	1	0.8938	-1.0000	0.6656	0.6232	0.0424	
MZ22529247	MZ22528953	1	-1.0000	0.3188	0.5826	-0.2087	0.7913	
MZ22531243	MZ22526608	2	-1.0000	-0.3333	0.5000	-0.5000	1.0000	
MZ22502085	MZ22526977	27	0.0997	-1.0000	0.0695	-0.0574	0.1269	
MZ22526673	MZ22521257	12	0.2796	0.9321	0.9231	0.7313	0.1918	
MZ22503601	MZ22510921	68	0.6322	-0.1917	0.8903	0.3686	0.5217	
MZ22512069	MZ22507380	17	0.2748	0.6366	0.9172	0.5823	0.3349	
MZ22514946	MZ22511491	1	0.0940	0.4634	0.3109	0.2929	0.0179	
MZ22509454	MZ22500526	21	-1.0000	0.8074	1.0000	0.5492	0.4508	
MZ22516985	MZ22515991	26	0.5860	-0.1111	-0.0841	0.2580	-0.3421	
MZ22524089	MZ22511266	45	-0.5562	0.3065	1.0000	0.1771	0.8229	
MZ22520266	MZ22517616	48	0.8340	0.6842	0.8584	0.7462	0.1122	
MZ22515835	MZ22511375	7	-0.1132	0.3657	-0.0199	0.1605	-0.1803	
MZ22517572	MZ22521455	57	0.3580	0.3420	0.0922	0.3500	-0.2578	
MZ22529920	MZ22500211	21	-0.6667	0.1690	0.1081	0.0550	0.0531	
MZ22524070	MZ22518316	2	0.4935	0.9692	0.8333	0.7908	0.0425	
MZ22523429	MZ22501351	65	0.5516	0.2151	0.4422	0.2585	0.1837	
MZ22500953	MZ22508029	13	0.5950	-0.3779	0.1852	0.2596	-0.0744	
MZ22501748	MZ22517642	56	0.7085	-0.1960	1.0000	0.4824	0.5176	
MZ22524421	MZ22512463	96	0.3074	0.1422	1.0000	0.1835	0.8165	
MZ22500974	MZ22530387	35	0.6242	0.0963	0.9565	0.5553	0.4012	
MZ22526266	MZ22503676	9	0.0069	0.9743	0.4214	0.6519	-0.2305	
MZ22515785	MZ22510403	6	0.9687	0.0329	0.2664	0.4376	-0.1712	
MZ22515980	MZ22512089	32	0.5732	0.8532	0.4977	0.7259	-0.2282	
MZ22509001	MZ22500133	60	0.1598	0.1345	1.0000	0.1378	0.8622	
MZ22529257	MZ22509774	11	-0.5000	0.7138	0.8947	0.5860	0.3087	
MZ22524115	MZ22506111	3	0.7568	0.9962	0.7483	0.8906	-0.1423	
MZ22513666	MZ22515426	9	0.0538	0.0835	0.0021	0.0687	-0.0665	
MZ22500000	MZ22501425	18	0.2139	0.0757	-0.4000	0.1467	-0.5467	
MZ22500989	MZ22501439	11	0.8619	-0.0510	0.5453	0.4757	0.0696	
MZ22519517	MZ22515000	13	0.8320	0.2761	0.2638	0.5288	-0.2650	
